
=== n=7  d=5.454102  (just-below-d(n))   Oler=4.5498 ===
  n7/conc/5+10/0.45,0.9+c            N=  16 alpha=  3 theta'>=  3.1672 gain=+0.1672 [optimal] 0.0s
  n7/conc/5+10/0.3,0.7               N=  15 alpha=  2 theta'>=  2.2361 gain=+0.2361 [optimal] 0.0s
  n7/conc/5+10/0.3,0.7+c             N=  16 alpha=  2 theta'>=  2.2361 gain=+0.2361 [optimal] 0.0s
  n7/conc/7+14/0.35,0.85             N=  21 alpha=  3 theta'>=  3.3177 gain=+0.3177 [optimal] 0.1s
  n7/conc/7+14/0.35,0.85+c           N=  22 alpha=  3 theta'>=  3.3177 gain=+0.3177 [optimal] 0.1s
  n7/conc/7+14/0.45,0.9              N=  21 alpha=  3 theta'>=  3.3177 gain=+0.3177 [optimal] 0.1s
  n7/conc/7+14/0.45,0.9+c            N=  22 alpha=  3 theta'>=  3.3177 gain=+0.3177 [optimal] 0.1s
  n7/conc/7+14/0.3,0.7               N=  21 alpha=  2 theta'>=  2.1099 gain=+0.1099 [optimal] 0.1s
  n7/conc/7+14/0.3,0.7+c             N=  22 alpha=  2 theta'>=  2.1099 gain=+0.1099 [optimal] 0.1s
  n7/conc/5+11/0.35,0.85             N=  16 alpha=  3 theta'>=  3.4518 gain=+0.4518 [optimal] 0.0s
  n7/conc/5+11/0.35,0.85+c           N=  17 alpha=  3 theta'>=  3.4518 gain=+0.4518 [optimal] 0.0s
  n7/conc/5+11/0.45,0.9              N=  16 alpha=  3 theta'>=  3.4518 gain=+0.4518 [optimal] 0.1s
  n7/conc/5+11/0.45,0.9+c            N=  17 alpha=  3 theta'>=  3.4518 gain=+0.4518 [optimal] 0.1s
  n7/conc/5+11/0.3,0.7               N=  16 alpha=  2 theta'>=  2.4082 gain=+0.4082 [optimal] 0.0s
  n7/conc/5+11/0.3,0.7+c             N=  17 alpha=  2 theta'>=  2.4082 gain=+0.4082 [optimal] 0.1s
  n7/conc/6+12/0.35,0.85             N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/conc/6+12/0.35,0.85+c           N=  19 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/conc/6+12/0.45,0.9              N=  18 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/conc/6+12/0.45,0.9+c            N=  19 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/conc/6+12/0.3,0.7               N=  18 alpha=  2 theta'>=  2.1436 gain=+0.1436 [optimal] 0.0s
  n7/conc/6+12/0.3,0.7+c             N=  19 alpha=  2 theta'>=  2.1436 gain=+0.1436 [optimal] 0.1s
  n7/conc/9+9/0.35,0.85              N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/conc/9+9/0.35,0.85+c            N=  19 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/conc/9+9/0.45,0.9               N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/conc/9+9/0.45,0.9+c             N=  19 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.1s
  n7/conc/9+9/0.3,0.7                N=  18 alpha=  2 theta'>=  2.0642 gain=+0.0642 [optimal] 0.0s
  n7/conc/9+9/0.3,0.7+c              N=  19 alpha=  2 theta'>=  2.0642 gain=+0.0642 [optimal] 0.1s
  n7/conc/7+12/0.35,0.85             N=  19 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/conc/7+12/0.35,0.85+c           N=  20 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.1s
  n7/conc/7+12/0.45,0.9              N=  19 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/conc/7+12/0.45,0.9+c            N=  20 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/conc/7+12/0.3,0.7               N=  19 alpha=  2 theta'>=  2.1436 gain=+0.1436 [optimal] 0.1s
  n7/conc/7+12/0.3,0.7+c             N=  20 alpha=  2 theta'>=  2.1436 gain=+0.1436 [optimal] 0.1s
  n7/edge/3/in0.0                    N=   9 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/edge/3/in0.4                    N=   9 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/edge/3/in0.8                    N=   9 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/edge/4/in0.0                    N=  12 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.0s
  n7/edge/4/in0.4                    N=  12 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.0s
  n7/edge/4/in0.8                    N=  12 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.0s
  n7/edge/5/in0.0                    N=  15 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.0s
  n7/edge/5/in0.4                    N=  15 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/edge/5/in0.8                    N=  15 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/edge/6/in0.0                    N=  18 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.0s
  n7/edge/6/in0.4                    N=  18 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.1s
  n7/edge/6/in0.8                    N=  18 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/edge/7/in0.0                    N=  21 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.1s
  n7/edge/7/in0.4                    N=  21 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.1s
  n7/edge/7/in0.8                    N=  21 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.1s
  n7/edge/8/in0.0                    N=  24 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.1s
  n7/edge/8/in0.4                    N=  24 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.1s
  n7/edge/8/in0.8                    N=  24 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/edge/9/in0.0                    N=  27 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.2s
  n7/edge/9/in0.4                    N=  27 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.2s
  n7/edge/9/in0.8                    N=  27 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.1s
  n7/edge/10/in0.0                   N=  30 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.3s
  n7/edge/10/in0.4                   N=  30 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.2s
  n7/edge/10/in0.8                   N=  30 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.3s
  n7/edge/12/in0.0                   N=  36 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.6s
  n7/edge/12/in0.4                   N=  36 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.4s
  n7/edge/12/in0.8                   N=  36 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.6s
  n7/fan/1/[1.0, 2.2]                N=   6 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/fan/1/[0.0, 2.0, 3.5]           N=   9 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.0s
